,X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,Freguesia,Concelho,Distrito,lat,lon
22775,-8.60486750050674,41.1611640007534,161013608,46812,Coreto 179,2017-05-30,2017-05-30,Apartamento,3,Isabelsaldanhamartins@gmail.com,Praça Praça Marquês Pombal 179 R/c Frente,4000-391,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.161495,-8.604689
22776,-8.62064929745427,41.1675105554646,161013609,41045,Home Sweet Litle Home,2017-03-09,2017-03-09,Apartamento,2,oportomariabras@gmail.com,Rua Rua São Dinis 196 1. Tras.,4250-426,Paranhos,Porto,Porto,41.167469,-8.620738
22793,-8.6094272410911,41.1473139894009,161013626,46728,Porto Bonjardim Apartments,2017-05-30,2017-06-01,Apartamento,3,fjf007@gmail.com,Rua Rua Bonjardim 150-152 1º frente,4000-114,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147242,-8.609178
22796,-8.6094272410911,41.1473139894009,161013629,46744,Porto Bonjardim Apartments 2T,2017-05-30,2017-06-01,Apartamento,3,fjf007@gmail.com,Rua Rua Bonjardim 150-152 2º traseiras,4000-114,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147242,-8.609178
22799,-8.6094272410911,41.1473139894009,161013632,46761,Porto Bonjardim Apartments 4F,2017-05-30,2017-06-01,Apartamento,3,fjf007@gmail.com,Rua Rua Bonjardim 150-152 4 frente,4000-114,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147242,-8.609178
22826,-8.62827136160451,41.1586149714143,161013659,46894,Apartment Boavista Roundabout by Sweet Porto - 3T,2017-05-31,2017-06-01,Apartamento,4,harmoniadofuturo.contabilidade@gmail.com,Praça Praça Mouzinho Alquerque  64 3º T,4100-357,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.158711,-8.628138
22829,-8.60270903842352,41.1468607828166,161013662,46909,AmaOporto,2017-05-31,2017-05-31,Apartamento,4,paula-moreira@hotmail.com,Rua Rua Santo Ildefonso 271 1º Drt.Frente,4000-470,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146862,-8.602746
22835,-8.6306659997591,41.1537120012029,161013668,46944,Aloha Porto Apartment,2017-05-31,2017-05-31,Apartamento,4,alexa_4400@yahoo.com,Rua Rua Arquiteto Marques da Silva 14 R/c Esq.,4150-483,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.152807,-8.630469
22838,-8.60179633572182,41.1489662272481,161013671,46960,Apartament Firehouse by Sweet Porto - 12,2017-05-31,2017-06-01,Apartamento,4,harmoniadofuturo.contabilidade@gmail.com,1ª Rua Rua fernandes Tomás 258 1º,4000-214,Bonfim,Porto,Porto,41.14901,-8.601699
22851,-8.60478199975631,41.152875000888,161013684,47042,Lusitania Park Apartments,2017-05-31,2017-06-01,Apartamento,4,spaulopeixoto@gmail.com,Rua Rua Santa Catarina 778 2 Ap 205,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.153026,-8.604684
22855,-8.60602936891883,41.1482131092628,161013688,47062,B-Around Residence,2017-05-31,2017-06-01,EstabelecimentoHospedagem,10,residence@b-around.com,Rua Rua Formosa 253 2 Direito,4000-247,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14818,-8.60604
22862,-8.61294352738752,41.1495297811061,161013695,47094,Casa da Picaria,2017-06-01,2017-06-01,Apartamento,9,cristinaleal-4197p@adv.oa.pt,Rua Rua Picaria 72,4050-477,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149554,-8.612881
22880,-8.63952557675654,41.1584207228691,161013713,47192,Boavista Flats II,2017-06-01,2017-06-02,Apartamento,4,priorityavailable@gmail.com,Rua Rua António Patrício 259 2º,4150-098,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.158389,-8.63951
22888,-8.60494722149662,41.1465858901509,161013721,47243,Porto Ville Touring I,2017-06-02,2017-06-11,EstabelecimentoHospedagem,4,coliseuville@gmail.com,Rua Rua Passos Manuel 222 3º Sala 11,4000-382,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146546,-8.604958
22905,-8.65873020287156,41.1484925387373,161013738,47343,Albertina.Pereira,2017-06-03,2017-06-03,EstabelecimentoHospedagem,4,cemuah@gmail.com,Rua Rua Paulo da Gama 550 12 a,4150-589,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.148444,-8.658947
22907,-8.60942606699302,41.1499102369164,161013740,47346,Aliados Town Hall Porto,2017-06-03,2017-05-15,Apartamento,3,aliados.th.porto@gmail.com,Rua Bonjardim 412 2 Frente,4000-116,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149921,-8.609396
22910,-8.61387149246591,41.1422261703813,161013743,47362,MERC PORTO RIBEIRA´S VIEW,2017-06-05,2017-06-06,Apartamento,4,mercplace2016@gmail.com,Rua Rua São João 98 3.º  Dto.,4050-552,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142247,-8.613807
22921,-8.60874271226818,41.1490388665974,161013754,47444,Casa Bolhão,2017-06-20,2017-06-20,Moradia,10,camilagesta@mail.com,Rua Rua Formosa 386,4000-250,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149166,-8.608616
23094,-8.613692000089,41.1418230009405,161013927,36689,Porto Ribeira Moments,2016-11-11,2016-06-24,Apartamento,4,saraparente@oniduo.pt,1ª Rua Rus S. João 34 7º,4050-553,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.141286,-8.613248
23109,-8.60552468730737,41.1461579349077,161013942,36773,D & P,2016-11-14,2016-11-21,Apartamento,2,geral@alvesdiasarquitetos.com,Rua Rua de Santo Ildefonso 56 3.º Esq.,4000-463,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146157,-8.605514
23126,-8.61389990528003,41.1423260923738,161013959,36874,Old Stone Flats Vintage Ribeira,2016-11-16,2016-11-21,Apartamento,4,soliveira@oldstoneflats.com,1ª Rua Rua de São João 110 1 Direito,4050-552,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142397,-8.613896
23127,-8.61389990528003,41.1423260923738,161013960,36875,Old Stone  Flats Peter's,2016-11-16,2016-11-21,Apartamento,4,soliveira@oldstoneflats.com,1ª Rua Rua de São João 110 2 Direito,4050-552,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142397,-8.613896
23136,-8.62097865666834,41.1499465154929,161013969,36925,Simon 3,2016-11-17,2016-11-28,Apartamento,4,antoniojosefernandes84@gmail.com,Rua Rua Rosário 195 4.º Esq.º,4050-524,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149903,-8.621157
23143,-8.60541199904485,41.1467280007898,161013976,36958,"Passos Manuel, 236 AL",2016-11-18,2016-09-24,Apartamento,8,jose.manuel.jesus.costa-5533p@advogados.oa.pt,Rua Rua Passos Manuel 236 1.º Centro,4000-382,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146485,-8.604769
23147,-8.6047402209091,41.146539916078,161013980,36993,"Passos Manuel, 236 AL",2016-11-21,2016-09-24,Apartamento,8,jose.manuel.jesus.costa-5533p@advogados.oa.pt,Rua Rua Passos Manuel 236 3.º Centro,4000-382,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146485,-8.604769
23152,-8.60441783621486,41.1450434036092,161013985,37042,Duque de Loule 121 - 6.4,2016-11-21,2016-12-01,Apartamento,4,tchissolasilva@hotmail.com,Rua Rua Duque Loulé 246 6.4,4000-324,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145054,-8.604378
23157,-8.61412382204271,41.1477598926584,161013990,37059,Porto Clérigo´s Place,2016-11-22,2016-11-22,Apartamento,4,emaucarvalho@gmail.com,Rua Rua Santa Teresa 26 1 Traseiras,4050-537,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147802,-8.614105
23172,-8.61552578857064,41.1427634461615,161014005,37140,Belomont6,2016-11-23,2016-11-24,Apartamento,5,a.abelnunes@sapo.pt,Rua Rua Belomonte 6 5,4050-097,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142815,-8.615533
23178,-8.61152852899976,41.1447753830841,161014011,37159,São Bento Luxury Building,2016-11-24,2016-11-24,Apartamento,6,josemcpassos@gmail.com,Rua Rua Mouzinho da Silveira 311 3,4050-421,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144859,-8.611474
23187,-8.60141303447157,41.1510724786714,161014020,37226,Gardenia Apart Hotel,2016-11-25,2016-11-25,Moradia,10,monicachach@hotmail.fr,Rua Rua Firmeza 50,4000-224,Bonfim,Porto,Porto,41.151187,-8.601445
23189,-8.65322589274911,41.1498043076603,161014022,37242,Apartamento Granja Lordelo,2016-11-28,2016-10-01,Apartamento,4,cristina.cardoso@colunex.pt,Rua Rua Granja de Lordelo 41 1º Dto,4150-382,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.149858,-8.653286
23252,-8.60098230936082,41.1598155814057,161014085,11305,Hostel Alegria,2014-11-07,2014-11-07,EstabelecimentoHospedagemHostel,15,ruialbertolopes@gmail.com,Rua Alegria 913,4000-048,Bonfim,Porto,Porto,41.159752,-8.601029
23371,-8.61019788870536,41.1429369402435,161014204,27952,D. Luis Flat,2016-04-27,2016-04-27,Apartamento,6,marta.filipa.vilaca@hotmail.com,Avenida Avenida Vimara Peres 74 2º Drt,4000-544,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142935,-8.610134
23383,-8.60867900015497,41.1461250013685,161014216,28022,31 JAN 150,2016-04-26,2016-04-26,Apartamento,4,isabel.gomes.rocha@gmail.com,Rua Rua 31 de Janeiro 150/154 2º Frt.,4000-542,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146081,-8.608598
23414,-8.60771120557351,41.1481746996153,161014247,28161,Oportonow II,2016-05-02,2016-05-03,Apartamento,3,oportonow@gmail.com,Rua Rua António Emílio de Magalhães 4  1.º  Tras,4000-090,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148213,-8.607667
23425,-8.59889359966279,41.1649391531767,161014258,28236,Alegria Invicta,2016-05-03,2016-05-03,Apartamento,6,lipavp@gmail.com,Rua Rua Alegria 2111/A 3º.,4200-027,Paranhos,Porto,Porto,41.164938,-8.598933
23429,-8.60696449985823,41.1466110009116,161014262,28256,Porto Cinema Apartments,2016-05-03,2016-05-08,Apartamento,4,sitiosprovaveis@gmail.com,Rua Rua Catarina 10 2 dir,4000-441,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146327,-8.606976
23430,-8.60696449985823,41.1466110009116,161014263,28261,Porto Cinema Apartments,2016-05-03,2016-05-08,Apartamento,3,sitiosprovaveis@gmail.com,Rua Rua Catarina 10 2 ESQ,4000-441,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146327,-8.606976
23431,-8.60696449985823,41.1466110009116,161014264,28263,Porto Cinema Apartments,2016-05-03,2016-05-08,Apartamento,4,sitiosprovaveis@gmail.com,Rua Rua Catarina 10 3 DIR.,4000-441,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146327,-8.606976
23432,-8.60696449985823,41.1466110009116,161014265,28270,Porto Cinema Apartments,2016-05-03,2016-05-08,Apartamento,3,sitiosprovaveis@gmail.com,Rua Rua Catarina 10 4 ESQ,4000-441,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146327,-8.606976
23527,-8.61723732891855,41.1426138624509,161014360,28797,Belos Aires Apartments,2016-05-13,2016-05-13,Apartamento,4,belosairesrestaurante@gmail.com,Rua Rua Taipas 5 R/CHÃO,4050-599,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142618,-8.617267
23531,-8.63743972549774,41.1487858508395,161014364,28824,One bridgeview,2016-05-11,2016-06-28,Apartamento,6,andresilva79@gmail.com,Calçada Calçada Arrábida 1 Hab51,4150-106,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.148786,-8.637566
23537,-8.61675080046234,41.1498221077538,161014370,28858,Luis Miguel da Silva Graça,2016-05-13,2016-05-02,Apartamento,4,kingleergm@gmail.com,Rua Rua Cedofeita 93 2º.,4050-178,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.14982,-8.61676
23550,-8.59671787824803,41.1494307386235,161014383,25457,Saudade Bonfim Boutique Apartment,2016-03-04,2016-04-01,Apartamento,5,andreiagemea1982@gmail.com,Rua Rua Bonfim 189 R/C,4300-069,Bonfim,Porto,Porto,41.149484,-8.59675
23566,-8.58669204097508,41.1436981054337,161014399,25537,Riverview Apartment,2016-03-07,2016-03-07,Apartamento,9,margarida.gameiro@hotmail.com,Rua Rua Sabrosa 51 4 Dto,4300-458,Campanhã,Porto,Porto,41.143794,-8.586826
23575,-8.61398116777893,41.1429418752728,161014408,25605,MOUZINHO DA SILVEIRA 2D,2016-03-08,2017-09-01,Apartamento,4,pleasantselection@gmail.com,Rua Rua Mouzinho da Silveira 79 2º D,4050-420,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142983,-8.614045
23592,-8.60571205790933,41.1555390482082,161014425,25730,Nice Apart Downtown Porto,2016-03-10,2016-03-10,Apartamento,2,alexandramoura1@gmail.com,Largo Largo Fontinha 10 2º Drt,4000-241,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.155293,-8.605885
23593,-8.63568834486699,41.1481244853698,161014426,25732,Douro a Vista,2016-03-10,2016-03-10,Apartamento,6,fernanda@una.pt,Rua Ouro 108 4.4,4150-549,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.148158,-8.635488
23595,-8.61095466094175,41.1453706601625,161014428,25741,Esquina do mundo,2016-03-10,2016-03-10,Apartamento,2,fernanda@una.pt,Praça Praça Almeida Garrett 19 0,4000-069,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.145393,-8.611189
23625,-8.65835900911469,41.1505822467183,161014458,25916,Pedro Escobar Apartment,2016-03-15,2016-04-03,Apartamento,8,xanacarv@hotmail.com,Rua Rua Pedro Escobar 128 4º Drt.,4150-596,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.150596,-8.658492
23637,-8.61705531497062,41.1470698406868,161014470,25998,Apartamento Carmo 5,2016-03-17,2016-03-17,Apartamento,2,ctbapartamentos@gmail.com,Travessa Carmo 38 4º,4050-165,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147095,-8.617044
23647,-8.61752999105496,41.1433920011471,161014480,26055,E-House Taipas,2016-03-18,2016-03-18,Apartamento,7,info@ehouses.pt,Rua Rua Taipas 57 1.º Traseiras,4050-599,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143405,-8.617592
23652,-8.61771500088434,41.1439740005781,161014485,46821,DOMUM,2017-05-30,2017-05-29,Apartamento,2,admin@domum-pt.com,Rua Rua Doutor Barbosa de Castro 32 e 34 1.º  esq,4050-091,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143767,-8.617775
23653,-8.6129543763412,41.1474348336339,161014486,46830,Apartamentos da Fábrica,2017-05-30,2017-06-01,Apartamento,4,diaz.lopez.gisela@gmail.com,Rua Rua Fábrica 38 3º Porta 46,4050-245,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.147491,-8.612812
23657,-8.60811350349712,41.1461644722319,161014490,46846,São Bento 163,2017-05-30,2017-05-31,Apartamento,2,cristina.ferreira@advporto.com,1ª Rua Rua 31 de Janeiro 163 1,4000-543,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146221,-8.608136
23658,-8.60568668768907,41.1461219349667,161014491,46848,Oporto Center Spot,2017-05-30,2017-06-01,Apartamento,4,dulce_santos00@hotmail.com,Rua Rua Santo Ildefonso 42 1 Dtº,4000-463,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146119,-8.605663
23668,-8.62231645653554,41.1527225811266,161014501,46896,Torrinha Apartment,2017-05-31,2017-05-31,Apartamento,4,ana.cristina.praca@gmail.com,Rua Rua Torrinha 265 3º Esq.Frente,4050-612,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.152696,-8.622324
23721,-8.63952557675654,41.1584207228691,161014554,47191,Boavista Flats I,2017-06-01,2017-06-02,Apartamento,5,priorityavailable@gmail.com,Rua Rua António Patrício 259 1º,4150-098,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.158389,-8.63951
23728,-8.61942935834898,41.1621589519891,161014561,47232,Capelo Concept Design,2017-06-02,2017-06-02,Apartamento,6,paulopintodealmeida@gmail.com,Rua Rua Brito Capelo 90 1º,4050-128,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.162135,-8.619505
23745,-8.61031170345524,41.168066091368,161014578,47348,Sacha H. Guesthouse,2017-06-04,2017-09-04,Apartamento,6,sachaaires@msn.com,Rua Do Campo Lindo 235 2,4200-146,Paranhos,Porto,Porto,41.168062,-8.610277
23746,-8.62862446688483,41.1515260004352,161014579,47350,Apartamentos Porto Caseiro,2017-06-04,2017-06-15,Apartamento,4,alfredoalmeida@ribadouro.com,1ª Rua Rua da Piedade 36 1 B,4050-481,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.15154,-8.628534
23750,-8.60272875824064,41.1582325817476,161014583,47375,Doze Casas Guest House,2017-06-05,2017-06-05,Apartamento,3,razaosublime@gmail.com,Rua Rua Doze Casas 152 R/CHÃO,4000-193,Bonfim,Porto,Porto,41.158277,-8.602647
23751,-8.60272875824064,41.1582325817476,161014584,47382,Doze Casas Guest House,2017-06-05,2017-06-05,Apartamento,4,razaosublime@gmail.com,Rua Rua Doze Casas 152 1º.,4000-193,Bonfim,Porto,Porto,41.158277,-8.602647
23770,-8.62376402514057,41.1557223035758,161014603,47500,OPO.APT 112 D,2017-06-20,2017-06-20,Apartamento,6,opo.apt@gmail.com,Praça Praça Pedro Nunes 112,4050-466,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.1558,-8.623878
23771,-8.62234100030574,41.1552600011536,161014604,47509,OPO.APT 112 R,2017-06-20,2017-06-20,Apartamento,4,opo.apt@gmail.com,Praça Praça Pedro Nunes 31,4050-466,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156101,-8.623011
23851,-8.61637708962604,41.1558222787259,161014684,38865,Oporto Downtown Apartament,2017-01-16,2017-01-16,Apartamento,6,tiagopaiva89@gmail.com,Rua Rua Boavista 258 4,4050-102,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.155862,-8.616376
23864,-8.61524700899864,41.1423304199511,161014697,38924,Alojamento Ferreira Borges,2017-01-18,2017-01-18,Apartamento,4,gabriela.barbosa@gmail.com,Rua Rua Ferreira Borges 70 1 A,4050-252,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142333,-8.615169
23865,-8.61635577350268,41.1492271193365,161014698,38935,Cedofeita Light Apartment,2017-01-18,2016-11-01,Apartamento,2,geral@bmyguest.pt,Rua Rua Cedofeita 44 1,4050-172,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148811,-8.616475
23887,-8.60554803631823,41.148068135082,161014720,39085,Cool Hostel,2017-01-20,2017-01-20,EstabelecimentoHospedagemHostel,31,brupinto@sapo.pt,Rua Rua Formosa 225,4000-251,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148026,-8.60561
